advertised_rent,posted_to_website,posted_to_internet,property,property_name,amenities,lockbox_enabled,affordable_program,address,street,street2,city,state,zip,unit,unit_tags,unit_type,bed_and_bath,sqft,unit_status,rent_ready,days_vacant,last_rent,schd_rent,new_rent,last_move_in,last_move_out,available_on,next_move_in,description,amenities_price,computed_market_rent,ready_for_showing_on,unit_turn_target_date,property_id,unit_id,contact
3495,Yes,Yes,"9008 Guadalupe Plano, TX 75024","9008 Guadalupe Plano, TX 75024",,No,,"9008 Guadalupe Plano, TX 75024",9008 Guadalupe,,Plano,TX,75024,9008 Guadalupe,,,5/3.50,3054,Vacant-Rented,No,65,4195,3495,,2025-02-21,2026-03-31,2026-04-10,2026-06-19,"Anjali Sangtani, anjali@vprealtyservices.com, 972-591-8075
https://www.vprealtyservices.com/listings/detail/77eeebd4-54ba-4e81-9c2f-f97d59e2d693",0,3495,2026-04-10,2026-04-10,1823,"Bonthala, Vinodkumar",Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075 (#11)
1995,No,No,"9017 Thrasher Place McKinney, TX 75071","9017 Thrasher Place McKinney, TX 75071",,Yes,,"9017 Thrasher Place McKinney, TX 75071",9017 Thrasher Place,,McKinney,TX,75071,9017 Thrasher Place,,,4/2.00,1411,Vacant-Unrented,No,804,2400,1995,,2024-03-01,2024-03-31,2026-04-15,,,0,1995,2026-04-15,2024-04-10,1632,1400,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2295,No,No,"908 Appalachian dr (Service fee) - 908 Appalachian dr Wylie, TX 75098",908 Appalachian dr (Service fee),,No,,"908 Appalachian dr Wylie, TX 75098",908 Appalachian dr,,Wylie,TX,75098,908 Appalachian dr (Service fee),,,4/2.00,2100,Vacant-Unrented,No,179,2410,2295,,2024-11-12,2025-12-16,2025-12-26,,,0,2295,2025-12-26,2025-12-26,407,581,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2495,Yes,Yes,"9113 Hope Dr (NM) (City and HOA Reg must) - 9113 Hope Drive Providence Village, TX 76227",9113 Hope Dr (NM) (City and HOA Reg must),,Yes,,"9113 Hope Drive Providence Village, TX 76227",9113 Hope Drive,,Providence Village,TX,76227,9113 Hope Dr (NM) (City and HOA Reg must),,,4/2.50,2805,Vacant-Unrented,Yes,73,2650,2495,,2021-03-08,2026-05-31,2026-06-10,,,0,2495,2026-04-02,2026-06-10,390,"Dalal, Ganesh",Heena Patel: heena@vprealtyservices.com: 972-591-8102 (#2)
2395,No,No,"9215 Switch Grass Ln Forney, TX 75126 (Services fee) - 9215 Switch Grass Ln Forney, TX 75126","9215 Switch Grass Ln Forney, TX 75126 (Services fee)",,No,,"9215 Switch Grass Ln Forney, TX 75126",9215 Switch Grass Ln,,Forney,TX,75126,"9215 Switch Grass Ln Forney, TX 75126 (Services fee)",,,3/2.00,2078,Vacant-Unrented,No,133,2395,2395,,2024-08-05,2026-01-31,2026-02-10,,,0,2395,2026-02-10,2026-02-10,497,813,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
2395,No,No,"9475 Smoke Tree Dr Forney, TX 75126 (Service fee) - 9475 Smoke Tree Dr Forney, TX 75126","9475 Smoke Tree Dr Forney, TX 75126 (Service fee)",,No,,"9475 Smoke Tree Dr Forney, TX 75126",9475 Smoke Tree Dr,,Forney,TX,75126,"9475 Smoke Tree Dr Forney, TX 75126 (Service fee)",,,3/2.00,2176,Vacant-Unrented,No,409,2400,2395,,2024-04-07,2025-04-30,2025-05-10,,"Currently occupied with tenants, (Darius R. Davis - (682) 248-5431). Please call or text our current residents to schedule a showing. They will allow scheduling a showing. If they don't allow it, it will be available only after a tenant moves out. If you have an agent you can schedule the appointment with Broker Bay (800 257-1242).

This beautiful spacious home offers 3 bedrooms, 2 baths, and a bonus room. The master bedroom has a huge walk-in closet with dual sinks in the bath. This home is perfect for entertainment with a spacious kitchen, dining, and living room. The home also comes with a built-in security system all around the home.

- The home will be available on April 7th, 2024.
- Homeowners' Association (HOA) fees are covered by the owners
- Tenants Need to bring Washer-Dryer-Refrigerator 
- No housing vouchers or Section 8
- Application fee of $65 per adult
- Apply online at vprealtyservices.com (No TAR applications)
- Please mention your broker's name and number in the online application if applicable

(PET POLICY):
- Pets are welcome. The pet deposit is $600 for each pet, and it is non-refundable.

(REQUIREMENT):
- The Credit requirement is on a case-by-case basis. If the credit scores are lower then more deposits may be needed
- Rental history, income, background, and credit history will be verified
- Monthly income must be at least 3 times the monthly rent.

(DEPOSIT):
- The deposit is a minimum of one month's rent, subject to case-by-case evaluation and credit assessment.
- Qualification in the slides below

Please note: If the home is not listed on the VP Realty website, it means it has been leased.
For further inquiries or to schedule a viewing, please text 214-597-0294 or leave a voicemail for a live agent.

To begin the application process and review the qualification criteria, please visit the following link:
https://tinyurl.com/ycksezpk

Don't miss out on this incredible opportunity to secure this beautiful new home. Apply now and make it yours!",0,2395,2025-05-10,2025-05-10,389,562,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
3095,Yes,Yes,"9704 Tanen Drive, Plano, TX 75025","9704 Tanen Drive, Plano, TX 75025",,No,,"9704 Tanen Drive, Plano, TX 75025","9704 Tanen Drive,",,Plano,TX,75025,"9704 Tanen Drive,",,,4/3,2753,Notice-Rented,Yes,6,3095,3095,,2025-02-15,2026-06-30,2026-07-06,2026-07-06,,0,3095,2026-06-08,2026-07-10,1835,"Arindam Guha, Binny Malik,",Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075 (#11)
2795,No,No,"9720 Kingsmill Drive (Service Fee) - 9720 Kingsmill Drive Plano, TX 75025",9720 Kingsmill Drive (Service Fee),,No,,"9720 Kingsmill Drive Plano, TX 75025",9720 Kingsmill Drive,,Plano,TX,75025,9720 Kingsmill Drive (Service Fee),,,5/3.50,3231,Vacant-Rented,Yes,13,3100,2795,2795,2022-12-03,2026-05-31,,2026-06-15,"Uzma, uzma@vprealtyservices.com, (972) 591-8905â¬
https://www.vprealtyservices.com/listings/detail/02230b03-1ff4-4db2-8ef9-658b20d7caf0",0,2795,2026-04-17,2026-06-10,1387,1155,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
4495,No,No,"9728 Hickory Hill Rd, Frisco TX 75035  (HOA Reg Must) - 9728 Hickory Hill Rd Frisco, TX 75035","9728 Hickory Hill Rd, Frisco TX 75035  (HOA Reg Must)",,No,,"9728 Hickory Hill Rd Frisco, TX 75035",9728 Hickory Hill Rd,,Frisco,TX,75035,"9728 Hickory Hill Rd, Frisco TX 75035  (HOA Reg Must)",,,5/4.00,4096,Vacant-Unrented,No,105,4600,4495,,2024-02-17,2026-02-28,2026-03-10,,"Currently, occupied with the Owner Pallavi Reddy (972) 757-1639. Please call or text our current residents to schedule a showing. They will allow scheduling a showing. If they don't allow then it will be available for showing only after the owner moves. If you have an agent you can schedule the appointment with Broker Bay (800 257-1242)

This stunning two-story home boasts a luxurious design with a spacious layout. The first level features two bedrooms and two bathrooms, providing convenience and comfort. Moving up to the second level, you'll find three bedrooms and two and a half bathrooms, including a master suite with quartz countertops. The kitchen is a highlight of the home, featuring granite counters, a quartz-topped oversized island, and a walk-in pantry. The formal dining room adds an elegant touch for special occasions. Additionally, the second level offers a gaming room and a media room, providing versatile spaces for entertainment. The spacious game room upstairs.

- The home will be available on 2/10/2024
- Tenants Need to bring Washer-Dryer-Refrigerator 
- No housing vouchers or Section 8
- Application fee of $55 per adult
- Apply online at vprealtyservices.com (No TAR applications)
- Please mention your broker's name and number in the online application if applicable

(PET POLICY):
- Pets are welcome. The pet deposit is $600 for each pet, and it is non-refundable.

(REQUIREMENT):
- The Credit requirement is on a case-by-case basis. If the credit scores are lower then more deposits may be needed
- Rental history, income, background, and credit history will be verified
- Monthly income must be at least 3 times the monthly rent.

(DEPOSIT):
- The deposit is a minimum of one month's rent, subject to case-by-case evaluation and credit assessment.
- Qualification in the slides below

Please note: If the home is not listed on the VP Realty website, it means it has been leased.

Questions for this home:
Connect for info with Yash Borad - âªâª(972) 591-1017â¬ or Email: Yash@vprealtyservices.com
Leasing Number: +1 (214) 597-0294

For further inquiries or to schedule a viewing, please text 214-597-0294 or leave a voicemail for a live agent.

To begin the application process and review the qualification criteria, please visit the following link:
https://tinyurl.com/ycksezpk

Don't miss out on this incredible opportunity to secure this beautiful new home. Apply now and make it yours!""",0,4495,2026-03-10,2026-03-10,1612,1380,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1600,No,No,"9801 Cedarcrest Drive (City and HOA Reg must) - 9801 Cedarcrest Drive Providence Village, TX 76227",9801 Cedarcrest Drive (City and HOA Reg must),,No,,"9801 Cedarcrest Drive Providence Village, TX 76227",9801 Cedarcrest Drive,,Providence Village,TX,76227,9801 Cedarcrest Drive (City and HOA Reg must),,,3/2.50,1493,Vacant-Unrented,No,74,1600,1600,,2026-03-01,2026-03-31,2026-04-10,,,0,1600,2026-04-10,2026-04-10,1936,1702,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
795,No,No,"9803 Walnut Street Unit#305 - 9803 Walnut Street Unit#305 Dallas, TX 75243",9803 Walnut Street Unit#305,,No,,"9803 Walnut Street Unit#305 Dallas, TX 75243",9803 Walnut Street Unit#305,,Dallas,TX,75243,9803 Walnut Street Unit#305,,,1/1.00,486,Vacant-Unrented,No,412,945,795,,2023-01-01,2025-04-27,2025-05-07,,,0,795,2025-05-07,2025-05-07,1398,1166,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 101 Dallas, TX 75216",3410 Fordham Road - Unit 101,,Dallas,TX,75216,Unit 101,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,26,1150,1200,,2024-10-07,2026-05-18,2026-05-28,,,0,1200,2026-05-28,2026-05-28,368,395,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 220 Dallas, TX 75216",3410 Fordham Road - Unit 220,,Dallas,TX,75216,Unit 220,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,2,1194,1200,,2022-09-24,2026-06-11,2026-06-21,,,0,1200,2026-06-21,2026-06-21,368,411,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 224 Dallas, TX 75216",3410 Fordham Road - Unit 224,,Dallas,TX,75216,Unit 224,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,239,1100,1200,,2019-03-01,2025-10-17,2025-10-27,,,0,1200,2025-10-27,2025-10-27,368,415,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 315 Dallas, TX 75216",3410 Fordham Road - Unit 315,,Dallas,TX,75216,Unit 315,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,10,1100,1200,,2025-11-13,2026-06-03,2026-06-22,,,0,1200,2026-06-22,2026-06-13,368,430,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 406 Dallas, TX 75216",3410 Fordham Road - Unit 406,,Dallas,TX,75216,Unit 406,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,5,1100,1200,,2026-01-01,2026-06-08,2026-06-18,,,0,1200,2026-06-18,2026-06-18,368,445,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 414 Dallas, TX 75216",3410 Fordham Road - Unit 414,,Dallas,TX,75216,Unit 414,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,440,1100,1200,,2023-10-14,2025-03-30,2025-04-09,,,0,1200,2025-04-09,2025-04-09,368,453,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 419 Dallas, TX 75216",3410 Fordham Road - Unit 419,,Dallas,TX,75216,Unit 419,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,10,1150,1200,,2023-10-02,2026-06-03,2026-06-26,,,0,1200,2026-06-26,2026-06-13,368,458,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 505 Dallas, TX 75216",3410 Fordham Road - Unit 505,,Dallas,TX,75216,Unit 505,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,11,1025,1200,,2023-05-01,2026-06-02,2026-06-12,,,0,1200,2026-06-12,2026-06-12,368,470,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1200,No,No,"Bonita Gardens Apartments - 3410 Fordham Road Dallas, TX 75216",Bonita Gardens Apartments,"Gated Community, Onsite Laundry Facilities, Playground",No,,"3410 Fordham Road - Unit 511 Dallas, TX 75216",3410 Fordham Road - Unit 511,,Dallas,TX,75216,Unit 511,,Bonita - B - 2/1,2/1.00,762,Vacant-Unrented,No,12,1100,1200,,2025-05-29,2026-06-01,2026-06-11,,,0,1200,2026-06-11,2026-06-11,368,476,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
995,No,No,"Country Living Apartments - 3100 5th Street Sachse, TX 75048",Country Living Apartments,Onsite Laundry Facilities,Yes,,"3100 5th Street Unit 101 Sachse, TX",3100 5th Street Unit 101,,Sachse,TX,,Unit 101,,,2/1.00,792,Vacant-Rented,No,13,995,995,,2025-01-15,2026-05-31,2026-06-10,2026-07-01,,0,995,2026-06-10,2026-06-10,238,261,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1050,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5101 Hawthorne #119 Waco, TX 76710",5101 Hawthorne #119,,Waco,TX,76710,119,,A3-1/1,1/1.00,575,Vacant-Rented,Yes,3,1050,1050,,2026-02-20,2026-06-10,2026-06-10,2026-06-15,,0,1050,2026-06-15,2026-06-20,1329,974,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1400,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #142 Waco, TX 76710",5100 Sanger Ave #142,,Waco,TX,76710,142,,B2-2/1,2/1.00,775,Vacant-Unrented,No,348,1400,1400,,2022-06-06,2025-06-30,2025-11-01,,,0,1400,2025-11-01,2025-07-10,1329,996,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1400,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #143 Waco, TX 76710",5100 Sanger Ave #143,,Waco,TX,76710,143,,B2-2/1,2/1.00,775,Vacant-Unrented,No,255,1400,1400,,2024-05-17,2025-10-01,2025-12-06,,,0,1400,2025-12-06,2025-10-11,1329,997,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1050,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #149 Waco, TX 76710",5100 Sanger Ave #149,,Waco,TX,76710,149,,A3-1/1,1/1.00,575,Vacant-Unrented,Yes,105,950,1050,,2025-03-11,2026-02-28,2026-03-10,,,0,1050,2026-03-10,2026-03-10,1329,1003,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1400,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5101 Hawthorne #208 Waco, TX 76710",5101 Hawthorne #208,,Waco,TX,76710,208,,B1-2/1,2/1.00,775,Vacant-Unrented,No,246,1300,1400,,2024-08-14,2025-10-10,2025-11-15,,,0,1400,2025-11-15,2025-10-20,1329,1033,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1400,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5101 Hawthorne #227 Waco, TX 76710",5101 Hawthorne #227,,Waco,TX,76710,227,,B1-2/1,2/1.00,775,Vacant-Unrented,No,358,1275,1400,,2022-01-12,2025-06-20,2025-06-30,,,0,1400,2025-06-30,2025-06-30,1329,1053,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1050,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #239 Waco, TX 76710",5100 Sanger Ave #239,,Waco,TX,76710,239,,A3-1/1,1/1.00,575,Vacant-Unrented,No,255,1000,1050,,2010-09-08,2025-10-01,2025-12-06,,,0,1050,2025-12-06,2025-10-11,1329,1065,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1400,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #242 Waco, TX 76710",5100 Sanger Ave #242,,Waco,TX,76710,242,,B2-2/1,2/1.00,775,Vacant-Unrented,No,161,1400,1400,,2023-11-01,2026-01-03,2026-02-27,,,0,1400,2026-02-27,2026-01-13,1329,1068,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1050,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #253 Waco, TX 76710",5100 Sanger Ave #253,,Waco,TX,76710,253,,A3-1/1,1/1.00,575,Vacant-Unrented,Yes,492,950,1050,,2014-04-04,2025-02-06,2025-05-01,,,0,1050,2025-05-01,2025-02-16,1329,1079,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1050,No,No,"Glen Oaks Apartments - 5101 Hawthorne Dr Waco, TX 76710",Glen Oaks Apartments,"Onsite Laundry Facilities, Picnic area, BBQ Area",No,,"5100 Sanger Ave #266 Waco, TX 76710",5100 Sanger Ave #266,,Waco,TX,76710,266,,A3-1/1,1/1.00,575,Vacant-Unrented,Yes,506,1050,1050,,2017-03-17,2025-01-23,2025-04-01,,,0,1050,2025-04-01,2025-02-02,1329,1092,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1049,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"458 Ralph St - Unit 201 White Settlement, TX 76108",458 Ralph St - Unit 201,,White Settlement,TX,76108,Unit 201,,Sky Landing - A1 - 1/1,1/1.00,625,Vacant-Unrented,No,71,1175,1225,,2024-08-19,2026-04-03,2026-04-13,,,0,1225,2026-04-13,2026-04-13,415,613,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1225,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"458 Ralph St - Unit 202 White Settlement, TX 76108",458 Ralph St - Unit 202,,White Settlement,TX,76108,Unit 202,,Sky Landing - A1 - 1/1,1/1.00,625,Vacant-Unrented,No,57,,1225,,2023-03-03,2026-04-17,2026-04-27,,,0,1225,2026-04-27,2026-04-27,415,614,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1225,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"460 Ralph St - Unit 206 White Settlement, TX 76108",460 Ralph St - Unit 206,,White Settlement,TX,76108,Unit 206,,Sky Landing - A1 - 1/1,1/1.00,625,Vacant-Unrented,Yes,13,1225,1225,,2025-06-07,2026-05-31,,,,0,1225,2025-06-06,2026-06-10,415,618,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1225,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"462 Ralph St - Unit 209 White Settlement, TX 76108",462 Ralph St - Unit 209,,White Settlement,TX,76108,Unit 209,,Sky Landing - A1 - 1/1,1/1.00,625,Notice-Unrented,Yes,,1175,1225,,2023-07-03,2026-06-30,,,,0,1225,2022-04-01,2026-07-10,415,621,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1225,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"452 Ralph St - Unit 215 White Settlement, TX 76108",452 Ralph St - Unit 215,,White Settlement,TX,76108,Unit 215,,Sky Landing - A1 - 1/1,1/1.00,625,Vacant-Unrented,No,44,1225,1225,,2024-01-22,2026-04-30,2026-05-10,,,0,1225,2026-05-10,2026-05-10,415,627,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1225,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"454 Ralph St - Unit 220 White Settlement, TX 76108",454 Ralph St - Unit 220,,White Settlement,TX,76108,Unit 220,,Sky Landing - A1 - 1/1,1/1.00,625,Vacant-Unrented,No,71,1225,1225,,2024-08-29,2026-04-03,2026-04-13,,,0,1225,2026-04-13,2026-04-13,415,632,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1549,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"444 Ralph St - Unit 323 White Settlement, TX 76108",444 Ralph St - Unit 323,,White Settlement,TX,76108,Unit 323,,Sky Landing - C1 - 3/1.5,3/1.50,969,Vacant-Unrented,No,36,1549,1549,,2024-12-16,2026-05-08,2026-05-18,,,0,1549,2026-05-18,2026-05-18,415,659,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1375,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"434 Ralph St - Unit 412 White Settlement, TX 76108",434 Ralph St - Unit 412,,White Settlement,TX,76108,Unit 412,,Sky Landing - B1 - 2/1,2/1.00,801,Vacant-Unrented,No,36,1375,1375,,2025-05-01,2026-05-08,2026-05-18,,,0,1375,2026-05-18,2026-05-18,415,672,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1375,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"436 Ralph St - Unit 414 White Settlement, TX 76108",436 Ralph St - Unit 414,,White Settlement,TX,76108,Unit 414,,Sky Landing - B1 - 2/1,2/1.00,801,Vacant-Unrented,No,36,1425,1375,,2025-02-21,2026-05-08,2026-05-18,,,0,1375,2026-05-18,2026-05-18,415,674,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1375,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"424 Ralph St - Unit 520 White Settlement, TX 76108",424 Ralph St - Unit 520,,White Settlement,TX,76108,Unit 520,,Sky Landing - B1 - 2/1,2/1.00,801,Vacant-Unrented,No,57,1375,1375,,2025-03-01,2026-04-17,2026-04-27,,,0,1375,2026-04-27,2026-04-27,415,696,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
1549,No,No,"Sky Landing Apartments - 400 Ralph St White Settlement, TX 76108",Sky Landing Apartments,"Dog Park, Playground, Picnic area, BBQ Area, Onsite Laundry Facilities",No,,"412 Ralph St - Unit 802 White Settlement, TX 76108",412 Ralph St - Unit 802,,White Settlement,TX,76108,Unit 802,,Sky Landing - C1 - 3/1.5,3/1.50,969,Vacant-Unrented,No,879,1499,1549,,2023-03-10,2024-01-16,2024-01-26,,,0,1549,2024-01-26,2024-01-26,415,710,Anjali Sangtani: anjali@vprealtyservices.com: 972-591-8075
